 ,Bin Fan,Calvin Jia,Andrew Audibert,Yupeng Fu,Haoyuan Li,Jiri Simsa,Gene Pang,Pei Sun,madanadit,cc,Chaomin Yu,haoyuan,Jan Hentschel,Yanqin Jin,Mingfei,David Capwell,bf8086,gjhkael,Henry Saputra,David Zhu,Shaoshan Liu,LuQQiu,Carson Wang,luoli,mbl,RongGu,Manu Goyal
Chaomin Yu,0.019370971105651492,0.015421158465515792,0.019083135479350182,0.0264535453763972,0.015151515151515152,0.02009263970630489,0.02502347051056742,0.03624997167972069,0.02127659574468085,0.02591508580466721,0.0,0.0196078431372549,0.03225806451612903,0.01818181818181818,0.022727272727272728,0.013157894736842105,0.022727272727272728,0.023255813953488372,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.025449329927964382,0.023255813953488372,0.029437240470473185,0.022727272727272728
haoyuan,0.012186968616908324,0.010438208639788614,0.012449526117807317,0.01526940016790202,0.014833138649666159,0.012418767513385191,0.014438269394140333,0.0196078431372549,0.01282051282051282,0.018748169213489752,0.0196078431372549,0.0,0.0196078431372549,0.011627906976744186,0.0196078431372549,0.013545709229571929,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.01752230036644799,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.019611613513818404,0.0196078431372549
Jan Hentschel,0.0136986301369863,0.014016549298025123,0.015841118295695487,0.021693045781865615,0.015151515151515152,0.017482090031876642,0.02039118475715464,0.020721216851891204,0.013301448074460369,0.025674808298154838,0.03225806451612903,0.0196078431372549,0.0,0.01260682264148248,0.023802777946288958,0.013157894736842105,0.023255813953488372,0.026707054531881675,0.023255813953488372,0.023255813953488372,0.027724348650071385,0.023255813953488372,0.023255813953488372,0.03307706008278112,0.023255813953488372,0.04,0.023255813953488372
Yanqin Jin,0.011627906976744186,0.009615384615384616,0.015151515151515152,0.013157894736842105,0.01169930777243805,0.011235955056179775,0.012987012987012988,0.017543859649122806,0.019822394114938212,0.014704292441876156,0.01818181818181818,0.011627906976744186,0.01260682264148248,0.0,0.011627906976744186,0.011627906976744186,0.01472500160134401,0.01935645013576544,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.013065478400923492,0.011627906976744186,0.011627906976744186
Mingfei,0.012013366299123545,0.010159223669916652,0.011497291269829233,0.015545502209836045,0.01629953416597021,0.013157894736842105,0.015617376188860606,0.01798375003164016,0.01282051282051282,0.020815272356090667,0.022727272727272728,0.0196078431372549,0.023802777946288958,0.011627906976744186,0.0,0.015823260199624396,0.05,0.020833333333333332,0.07692307692307693,0.08304547985373997,0.018266554145039696,0.058823529411764705,0.07692307692307693,0.07124704998790965,0.07692307692307693,0.04,0.06008417681261097
David Capwell,0.011043152607484653,0.009523809523809525,0.011494252873563218,0.013157894736842105,0.01818181818181818,0.012195121951219513,0.01509616696597921,0.013157894736842105,0.01282051282051282,0.01639344262295082,0.013157894736842105,0.013545709229571929,0.013157894736842105,0.011627906976744186,0.015823260199624396,0.0,0.013157894736842105,0.013157894736842105,0.015577533458581929,0.013328595119490277,0.01362595108199686,0.013157894736842105,0.01414213562373095,0.013157894736842105,0.013157894736842105,0.018908355841512122,0.01782873955801673
bf8086,0.010752688172043012,0.009523809523809525,0.011494252873563218,0.013157894736842105,0.014084507042253521,0.011235955056179775,0.012987012987012988,0.017543859649122806,0.01662056238286334,0.01639344262295082,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.01472500160134401,0.05,0.013157894736842105,0.0,0.020833333333333332,0.05,0.05,0.014925373134328358,0.05352877275721892,0.05,0.05,0.05,0.03571428571428571,0.047619047619047616
gjhkael,0.0125,0.0112530158607263,0.015625,0.0136986301369863,0.014084507042253521,0.012870321985377383,0.013527106736158256,0.02857142857142857,0.017167540087486825,0.01639344262295082,0.023255813953488372,0.0196078431372549,0.026707054531881675,0.01935645013576544,0.020833333333333332,0.013157894736842105,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.016367072456887358,0.020833333333333332,0.020833333333333332,0.0233890134862494,0.02702702702702703,0.02108653748577924,0.020833333333333332
Henry Saputra,0.010752688172043012,0.009523809523809525,0.011494252873563218,0.013157894736842105,0.016662038965156757,0.012047318414773371,0.014049711527259569,0.017543859649122806,0.01282051282051282,0.017562789445387736,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.011627906976744186,0.07692307692307693,0.015577533458581929,0.05,0.020833333333333332,0.0,0.05,0.014925373134328358,0.058823529411764705,0.08333333333333333,0.05555555555555555,0.07692307692307693,0.03571428571428571,0.05716619504750295
David Zhu,0.012345679012345678,0.01064492590824699,0.011876183038093588,0.017000510022951148,0.015355567229582588,0.014454852115694089,0.017519611040921222,0.018518518518518517,0.01282051282051282,0.024325212770525996,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.011627906976744186,0.08304547985373997,0.013328595119490277,0.05,0.020833333333333332,0.05,0.0,0.02039118475715464,0.05,0.07142857142857142,0.05555555555555555,0.05,0.03571428571428571,0.047619047619047616
Shaoshan Liu,0.012345679012345678,0.014116748304842436,0.012417809977047488,0.017238817250844786,0.015151515151515152,0.014918727820938253,0.018515344006020947,0.018518518518518517,0.01282051282051282,0.021491713855208944,0.022727272727272728,0.01752230036644799,0.027724348650071385,0.011627906976744186,0.018266554145039696,0.01362595108199686,0.014925373134328358,0.016367072456887358,0.014925373134328358,0.02039118475715464,0.0,0.014925373134328358,0.016462159944159827,0.02014148736276902,0.014925373134328358,0.02413319668619763,0.016129032258064516
LuQQiu,0.010752688172043012,0.009523809523809525,0.011494252873563218,0.013157894736842105,0.014084507042253521,0.011235955056179775,0.012987012987012988,0.017543859649122806,0.01282051282051282,0.01639344262295082,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.011627906976744186,0.058823529411764705,0.013157894736842105,0.05352877275721892,0.020833333333333332,0.058823529411764705,0.05,0.014925373134328358,0.0,0.058823529411764705,0.05555555555555555,0.058823529411764705,0.03571428571428571,0.047619047619047616
Carson Wang,0.011101521345712146,0.009523809523809525,0.011494252873563218,0.0141690825043918,0.015811388300841896,0.012597815979981676,0.014833138649666159,0.017543859649122806,0.01282051282051282,0.019241446072101123,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.011627906976744186,0.07692307692307693,0.01414213562373095,0.05,0.020833333333333332,0.08333333333333333,0.07142857142857142,0.016462159944159827,0.058823529411764705,0.0,0.058722021951470346,0.07142857142857142,0.03585173696910374,0.047619047619047616
luoli,0.012597815979981676,0.011255866890886238,0.012352270154415071,0.016985788839624958,0.015151515151515152,0.013697345026974844,0.01613322979418192,0.02,0.01282051282051282,0.020072391147592506,0.025449329927964382,0.0196078431372549,0.03307706008278112,0.011627906976744186,0.07124704998790965,0.013157894736842105,0.05,0.0233890134862494,0.05555555555555555,0.05555555555555555,0.02014148736276902,0.05555555555555555,0.058722021951470346,0.0,0.05555555555555555,0.04,0.047619047619047616
mbl,0.010752688172043012,0.009615384615384616,0.012639003479138967,0.013157894736842105,0.014084507042253521,0.011235955056179775,0.012987012987012988,0.017543859649122806,0.014503419584298023,0.01639344262295082,0.023255813953488372,0.0196078431372549,0.023255813953488372,0.013065478400923492,0.07692307692307693,0.013157894736842105,0.05,0.02702702702702703,0.07692307692307693,0.05,0.014925373134328358,0.058823529411764705,0.07142857142857142,0.05555555555555555,0.0,0.03571428571428571,0.047619047619047616
RongGu,0.012374948760083871,0.012449526117807317,0.012285902336679025,0.019055398349167647,0.018925279102611613,0.01533929977694741,0.01817881366751496,0.02,0.01282051282051282,0.022097086912079608,0.029437240470473185,0.019611613513818404,0.04,0.011627906976744186,0.04,0.018908355841512122,0.03571428571428571,0.02108653748577924,0.03571428571428571,0.03571428571428571,0.02413319668619763,0.03571428571428571,0.03585173696910374,0.04,0.03571428571428571,0.0,0.03922322702763681
Manu Goyal,0.011275884962655315,0.009745551866148994,0.011494252873563218,0.014083110254721722,0.01456019065820884,0.011903918403013953,0.013887549490757716,0.017710908674395363,0.01282051282051282,0.017854296416882943,0.022727272727272728,0.0196078431372549,0.023255813953488372,0.011627906976744186,0.06008417681261097,0.01782873955801673,0.047619047619047616,0.020833333333333332,0.05716619504750295,0.047619047619047616,0.016129032258064516,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.03922322702763681,0.0
